round_epochs,loss,val_loss,acc,val_acc,hidden_layers,batch_size,activation,lr,epochs,dropout,optimizer,first_neuron,kernel_initializer,last_activation
6,0.6894521798930325,0.6892378887172418,0.56875,0.5681869172674735,1,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
22,0.4825067312507839,0.4661671204502539,0.7472527472527473,0.7543347968298221,3,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6860455974117741,0.6857842063220669,0.5686813186813187,0.5681869171003184,1,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
19,0.5679578237219172,0.49113598619606674,0.7178708791470789,0.7584692796894092,2,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6896773958468175,0.6894559090895735,0.5686813187075185,0.5681869172674735,2,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
23,0.47970300405890076,0.4573218495294622,0.7469093406593407,0.7576680234149382,0,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
27,0.48561945147566743,0.4645005348997121,0.7457967032967033,0.7592705361530042,2,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6860406384101281,0.6857926244556298,0.5686813186813187,0.5681869171003184,2,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
35,0.44568082483260185,0.4640277116761972,0.769739010989011,0.7614820037742887,1,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6879243382254799,0.6876462307126395,0.5686813186813187,0.568186917003846,1,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
23,0.5255962371564173,0.5385598024169336,0.7282554945054945,0.7580526265432153,2,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
52,0.4894482527460371,0.5161313367273551,0.7439010988748991,0.7566103649110367,3,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6897404583731851,0.6895179077565015,0.5686813187075185,0.5681869172674735,2,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
21,0.5846815410420135,0.5502483252645941,0.7194642857142857,0.7553924553604685,3,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
37,0.5662307077711755,0.6026471257935708,0.7173489010727012,0.7545591486038671,3,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
21,0.5091330779777778,0.47785138227455065,0.7326648351386353,0.7513861734742312,2,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6859386892109127,0.6856988229444709,0.5686813186813187,0.5681869171003184,3,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6880600892318474,0.6877597569330416,0.5686813187075185,0.568186917003846,1,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
29,0.4733691715146159,0.48631848365976804,0.7510302197802198,0.758725681892095,3,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
44,0.4351389905384609,0.45670607308367767,0.7777747252747252,0.7620268581364461,0,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
47,0.49210743851714084,0.4622788713108725,0.7561263736525735,0.761514053988971,0,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
29,0.5591376857967167,0.479766650555749,0.7279807692307693,0.7603281946320712,1,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6859682998814426,0.6857283964477584,0.5686813186813187,0.5681869171003184,1,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
30,0.4935294920533568,0.4654131373290561,0.7401648351648351,0.7595269382620832,2,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
28,0.5116896899715885,0.4592814776405402,0.7374725274463276,0.7600076919102347,0,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
28,0.792213257773892,0.79175549936021,0.6866620879382878,0.754879651499545,3,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6880001922230145,0.6877097903140512,0.5686813187075185,0.568186917003846,2,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6898724109523899,0.6896525200240632,0.5686813187075185,0.5681869172674735,3,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
32,0.4620910049663795,0.4562462893576466,0.7574175824437822,0.7598153907386719,0,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
19,0.6349771069694351,0.5799569502911779,0.7117445054945055,0.7547514502281815,3,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6859006471424313,0.6856583218147219,0.5686813186813187,0.5681869171003184,1,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6878638769506098,0.6875822683954188,0.5686813187075185,0.568186917003846,1,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.688261148405599,0.6879572709158198,0.5686813187075185,0.568186917003846,3,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6790944523601742,0.678020556446207,0.5695329670329671,0.5686997211771109,0,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
10,0.8379693251127726,0.49373859487463695,0.687664835191035,0.745905579901602,2,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6898639531449957,0.6896396559257736,0.5686813187075185,0.5681869172674735,2,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6876826307537791,0.6874075302221558,0.5687087911825913,0.568186917003846,3,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
45,0.43668162951102624,0.4627011837586696,0.775260989010989,0.7618986570866825,2,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
8,0.7747661375213455,0.5025334279375433,0.6956868131868131,0.7454568763745258,2,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
16,0.47310229385292135,0.4572914288984324,0.7506593406593407,0.758789782401694,0,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
20,0.4973105132317805,0.45946498419462056,0.7422252746990748,0.7595910387009994,1,128,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
36,0.5084846292485248,0.4614286998325707,0.7356181318681319,0.7594948880072836,1,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6898294668931227,0.6896103586372223,0.5686813187075185,0.5681869172674735,3,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.689918310537443,0.6896909567424225,0.5686813187075185,0.5681869172674735,2,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6898637398520668,0.6896391599565197,0.5686813187075185,0.5681869172674735,1,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
51,0.45843765664886643,0.47568923466091206,0.7598214285714285,0.761033300205185,3,64,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6879929069110325,0.6877221444479064,0.5686813187075185,0.568186917003846,2,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6877935035412128,0.6875094478987932,0.5686813187075185,0.568186917003846,1,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
25,0.5045248125149654,0.4593789993117686,0.7426236263474265,0.7597833403004793,0,256,<function tanh at 0x7f2babd44c80>,0.01,2000,0.3,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
17,0.4980564687016246,0.4771281893184707,0.7393131868131868,0.7501362136096428,2,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6861110679919903,0.6858590450857217,0.5686813186813187,0.5681869171003184,3,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
11,1.0882256214435284,0.5045900759527017,0.6701098901098901,0.7458414793862719,2,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6899839547702245,0.6897553917456237,0.5686813187075185,0.5681869172674735,2,256,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
18,0.5194461319734762,0.48999425693680193,0.7287087912087912,0.7534053395648083,2,64,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6860886155641996,0.6858364188370424,0.5686813186813187,0.5681869171003184,2,64,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
6,0.6848707099275274,0.6842911850412337,0.5690796703558701,0.5681548667490465,0,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
44,0.4778291934925121,0.46060325950885606,0.7551098901098902,0.7593987374167264,0,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.4,<class 'keras.optimizers.Adam'>,1024,random_normal,<function softmax at 0x7f2babd44950>
6,0.6852051229005331,0.6846131570717222,0.5687637362375364,0.5684433190422422,0,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
12,2.0937224468818076,0.5482503599392474,0.6508791208791209,0.7461619819438189,3,128,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
37,0.4784629308784401,0.4600434186857773,0.7506456043956043,0.7600397421745859,0,256,<function relu at 0x7f2babd44bf8>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,512,random_normal,<function softmax at 0x7f2babd44950>
6,0.6880924602917262,0.687800588831222,0.5686813187075185,0.568186917003846,3,128,<function softmax at 0x7f2babd44950>,0.01,2000,0.5,<class 'keras.optimizers.Adam'>,2048,random_normal,<function softmax at 0x7f2babd44950>
